chunk_file_path,subchunk_number,source_file_path,source_line,rule_id,decision,tp_fp_label,severity,confidence,rationale
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,21,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,101,go_perf_layer_network_calls_dns_lookup_per_request_path,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,22,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,101,go_perf_layer_resource_pooling_rate_limiter_per_request,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,23,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,102,gin_route_registration_anonymous_function_overuse,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,24,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,106,go_perf_layer_garbage_collection_cleanup_response_body_not_drained_for_reuse,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_1_25.txt,25,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,111,gin_route_paths_repeated_as_raw_strings,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,26,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,127,admin_or_debug_endpoint_registration_mixed_into_public_router_setup,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,27,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,127,debug_endpoint_in_production,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,28,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,132,go_perf_layer_error_handling_cost_errors_wrap_in_tight_loop,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,29,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,132,go_perf_layer_error_handling_cost_sentinel_error_allocated_per_call,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,30,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,132,go_perf_layer_serialization_json_decoder_without_reuse_for_stream,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,31,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,145,go_perf_layer_async_concurrency_goroutine_per_item_without_worker_limit,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,32,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,162,gin_handler_mixes_html_json_and_file_responses,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,33,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,162,gin_handler_returns_multiple_response_shapes,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,34,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,162,same_domain_error_mapped_to_multiple_statuses,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,35,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,164,filepath_join_with_user_path,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,36,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,164,go_perf_layer_io_operations_stat_before_open_without_branch,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,37,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,167,go_perf_layer_error_handling_cost_error_string_built_before_error_needed,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,38,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,168,go_perf_layer_serialization_json_decoder_without_reuse_for_stream,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,39,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,178,gin_handler_mixes_html_json_and_file_responses,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,40,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,178,gin_handler_returns_multiple_response_shapes,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,41,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,179,go_perf_layer_database_access_query_inside_loop_without_batching,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,42,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,179,go_perf_layer_io_operations_stat_before_open_without_branch,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,43,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,180,go_perf_layer_serialization_json_marshal_for_deep_equal,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,44,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,180,validation_logic_duplicated_across_handlers,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,45,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,181,go_perf_layer_logging_overhead_log_payload_serialized_before_sampling,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,46,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,181,go_perf_layer_network_calls_dns_lookup_per_request_path,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,47,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,181,go_perf_layer_network_calls_retry_loop_without_backoff,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,48,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,181,go_perf_layer_resource_pooling_rate_limiter_per_request,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,49,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,181,go_perf_layer_serialization_json_decoder_without_reuse_for_stream,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_26_50.txt,50,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,181,go_perf_layer_serialization_map_any_json_decode_in_hot_path,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,51,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,181,go_perf_layer_string_handling_regexp_compile_in_request_path,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,52,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,195,filepath_join_with_user_path,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,53,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,198,file_or_template_read_per_request,needs_context,true_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate needs context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,54,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,198,full_dataset_load,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,55,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,207,error_detail_leaked_to_client,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,56,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,207,handler_switches_on_error_strings,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,57,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,207,raw_db_error_exposed_to_client,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,58,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,213,servefile_via_readfile_then_c_data,needs_context,true_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate needs context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,59,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,221,go_perf_layer_io_operations_stat_before_open_without_branch,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,60,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,221,go_perf_layer_serialization_json_decoder_without_reuse_for_stream,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,61,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,228,go_perf_layer_error_handling_cost_error_string_built_before_error_needed,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,62,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,228,go_perf_layer_io_operations_readall_on_known_large_file,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,63,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,228,go_perf_layer_io_operations_stat_before_open_without_branch,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,64,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,230,go_perf_layer_algorithmic_complexity_per_request_topk_full_sort,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,65,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,230,go_perf_layer_caching_json_cache_value_stored_as_string,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,66,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,230,go_perf_layer_network_calls_dns_lookup_per_request_path,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,67,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,230,go_perf_layer_resource_pooling_rate_limiter_per_request,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,68,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,230,go_perf_layer_serialization_json_decoder_without_reuse_for_stream,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,69,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,230,go_perf_layer_string_handling_regexp_compile_in_request_path,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,70,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,235,go_perf_layer_collection_iteration_len_called_after_materializing_channel,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,71,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,235,go_perf_layer_string_handling_string_lower_for_case_insensitive_compare,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,72,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,244,error_detail_leaked_to_client,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,73,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,244,handler_switches_on_error_strings,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,74,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,244,raw_db_error_exposed_to_client,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_51_75.txt,75,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,251,formfile_open_readall_whole_upload,needs_context,true_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate needs context
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,76,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,251,full_dataset_load,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,77,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,253,error_detail_leaked_to_client,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,78,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,261,error_detail_leaked_to_client,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,79,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,271,gin_handler_mixes_html_json_and_file_responses,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,80,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,271,gin_handler_returns_multiple_response_shapes,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,81,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,272,go_perf_layer_network_calls_retry_loop_without_backoff,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,82,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,272,go_perf_layer_serialization_json_decoder_without_reuse_for_stream,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,83,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,272,go_perf_layer_serialization_json_marshal_for_deep_equal,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,84,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,272,go_perf_layer_serialization_map_any_json_decode_in_hot_path,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,85,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,276,error_detail_leaked_to_client,defer,true_positive,low,high,Rule intent is sufficiently supported by snippet evidence; auto-triage and code context indicate defer
/home/chinmay/ChinmayPersonalProjects/deslop/scripts/chunks/Chunk_76_100.txt,86,/home/chinmay/ChinmayPersonalProjects/gopdfsuit/internal/handlers/handlers.go,276,go_perf_layer_io_operations_stat_before_open_without_branch,false_positive,false_positive,low,high,Rule intent is partially supported by snippet evidence; auto-triage and code context indicate false positive
