3,go_perf_layer_caching_per_request_config_cache_rebuild / performance / stable
3,go_perf_layer_error_handling_cost_panic_recover_for_control_flow / performance / stable
3,go_perf_layer_framework_performance_template_execute_to_string_then_write / performance / stable
3,go_perf_layer_hot_path_optimization_defer_for_simple_unlock_in_hot_loop / performance / stable
3,go_perf_layer_lazy_loading_eager_load_optional_config / performance / stable
3,go_perf_layer_runtime_configuration_debug_build_tags_in_hot_binary / performance / stable
3,public_api_returns_none_or_value_without_explicit_optional_contract / quality / stable
3,public_bool_parameter_api / idioms / stable
3,python_perf_layer_caching_cache_miss_duplicate_concurrent_work / performance / stable
3,python_perf_layer_collection_iteration_multiple_passes_over_same_iterable / performance / stable
3,python_perf_layer_data_structure_choice_heapq_reimplemented_with_sorted_list / performance / stable
3,python_perf_layer_logging_overhead_trace_payload_serialized_unconditionally / performance / stable
3,python_perf_layer_network_calls_dns_or_url_parse_repeated_per_request / performance / stable
3,python_perf_layer_network_calls_large_response_downloaded_before_status_check / performance / stable
3,python_perf_layer_resource_pooling_http_pool_not_reused / performance / stable
3,python_perf_layer_resource_pooling_process_pool_without_shutdown / performance / stable
3,python_perf_layer_resource_pooling_rate_limiter_created_per_request / performance / stable
3,python_perf_layer_string_handling_json_string_concat_manual_build / performance / stable
3,rand_new_per_call / performance / stable
3,rand_newsource_per_call / performance / stable
3,repeated_file_open_for_same_resource_within_single_operation / performance / stable
3,repeated_slice_clone_in_loop / hot_path / stable
3,request_dto_outside_transport_package / architecture / stable
3,rwmutex_without_clear_read_heavy_signal / concurrency / stable
3,strings_hassuffix_then_trimsuffix / performance / stable
3,test_compares_float_with_equality_operator / discipline / stable
3,waitgroup_add_inside_loop / performance / stable
3,waitgroup_fanout_without_errgroup_on_error_path / concurrency / stable
3,writer_write_byte_slice_of_string / performance / stable
2,batchable_writes_executed_one_at_a_time / performance / stable
2,duplicate_error_handler_block / duplication / stable
2,duplicate_validation_pipeline / duplication / stable
2,exception_handler_returns_default_without_any_logging / discipline / stable
2,filepath_join_with_user_path / security / stable
2,go_perf_layer_algorithmic_complexity_quadratic_append_filter_pipeline / performance / stable
2,go_perf_layer_collection_iteration_manual_index_loop_without_bounds_need / performance / stable
2,go_perf_layer_data_structure_choice_linked_list_for_cache_iteration / performance / stable
2,go_perf_layer_garbage_collection_cleanup_response_body_not_drained_for_reuse / performance / stable
2,go_perf_layer_logging_overhead_logger_with_fields_per_request / performance / stable
2,go_perf_layer_network_calls_http_client_created_per_call / performance / stable
2,go_perf_layer_network_calls_tls_config_built_per_request / performance / stable
2,go_perf_layer_resource_pooling_http_transport_per_service_method / performance / stable
2,go_perf_layer_string_handling_fmt_sprintf_for_simple_concat / performance / stable
2,god_function / structure / stable
2,goroutine_for_sync_work / performance / stable
2,goroutine_without_coordination / concurrency / stable
2,goroutine_without_shutdown_path / concurrency / stable
2,helper_or_utils_package_contains_domain_logic / architecture / stable
2,hex_encode_to_string_in_loop / performance / stable
2,http_response_body_not_drained_before_close / idioms / stable
2,logger_error_inside_except_without_exc_info / observability / stable
2,magic_value_branching / maintainability / stable
2,map_of_slices_prealloc / performance / stable
2,module_constant_rebound_after_public_import / boundaries / stable
2,mutex_in_loop / concurrency / stable
2,overloaded_dispatch_without_typing_overload_decorator / discipline / stable
2,package_root_reexports_large_dependency_tree_by_default / packaging / stable
2,placeholder_test_body
2,python_perf_layer_algorithmic_complexity_repeated_dataframe_filter_chain / performance / stable
2,python_perf_layer_garbage_collection_cleanup_lru_cache_on_unbounded_argument_space / performance / stable
2,python_perf_layer_lazy_loading_feature_flag_data_loaded_before_needed / performance / stable
2,python_perf_layer_memory_allocation_closure_or_lambda_allocated_in_inner_loop / performance / stable
2,range_over_string_by_index / performance / stable
2,recursive_walk_over_untrusted_input_lacks_depth_limit / quality / stable
2,repeated_map_clone_in_loop / hot_path / stable
2,repeated_small_writes_without_buffering_or_join / performance / stable
2,route_setup_scattered_without_router_package / architecture / stable
2,same_domain_error_mapped_to_multiple_statuses / architecture / stable
2,same_sequence_scanned_multiple_times_for_related_aggregates / hot_path_ext / stable
2,string_join_without_generator / hot_path_ext / stable
2,strings_hasprefix_then_trimprefix / performance / stable
2,tuple_return_with_three_or_more_positional_fields_in_public_api / maintainability / stable
2,uuid_hash_formatting_only_for_logs / hot_path / stable
2,validation_logic_duplicated_across_handlers / architecture / stable
2,variadic_public_api / maintainability / stable
1,0
1,admin_or_debug_endpoint_registration_mixed_into_public_router_setup / architecture / stable
1,atomic_replace_semantics_implemented_with_non_atomic_file_write / quality / stable
1,auth_or_tenant_extraction_duplicated_across_handlers / architecture / stable
1,boolean_flag_parameter_controls_unrelated_behaviors / discipline / stable
1,ci_missing_go_test_race / idioms / stable
1,cli_only_dependency_imported_by_library_entry_module / packaging / stable
1,comparison_or_merge_logic_assumes_unique_keys_without_assertion / quality / stable
1,concurrent_futures_executor_not_shut_down / architecture / stable
1,debug_endpoint_in_production / security / stable
1,default_timeout_missing_on_external_boundary_wrapper / quality / stable
1,exception_log_omits_operation_identifier_or_input_summary / observability / stable
1,exception_raised_without_chaining_original_cause / discipline / stable
1,exception_swallowed / maintainability / stable
1,fallback_branch_swallows_invariant_violation_and_returns_plausible_default / quality / stable
1,file_or_template_read_per_request / gin / stable
1,file_path_from_user_input_without_normalization_or_anchor_check / boundaries / stable
1,fmt_sprintf_hex_to_string / performance / stable
1,full_collection_sorted_when_partial_order_or_selection_suffices / performance / stable
1,gin_context_passed_beyond_request_boundary / architecture / stable
1,gin_handler_uses_action_param_switch_for_many_use_cases / architecture / stable
1,gin_route_paths_repeated_as_raw_strings / architecture / stable
1,gin_route_registration_anonymous_function_overuse / architecture / stable
1,global_rand_source_contention / security / stable
1,go_perf_layer_algorithmic_complexity_sort_before_linear_dedup / performance / stable
1,go_perf_layer_caching_cache_key_built_with_fmt / performance / stable
1,go_perf_layer_framework_performance_gin_context_copied_for_sync_path / performance / stable
1,go_perf_layer_lazy_loading_eager_template_parse_for_unused_routes / performance / stable
1,go_perf_layer_profiling_benchmarking_microbenchmark_dead_code_eliminated / performance / stable
1,go_perf_layer_runtime_configuration_reflection_config_loaded_per_call / performance / stable
1,go_perf_layer_serialization_base64_roundtrip_for_binary_transport / performance / stable
1,helper_name_hides_mutation_or_io_side_effect / discipline / stable
1,http_client_allocated_per_call_without_reuse / idioms / stable
1,import_time_file_io / quality / stable
1,json_marshaled_manually_then_c_data / gin / stable
1,logger_instance_created_inside_function_body / observability / stable
1,logging_basic_config_called_from_library_package / observability / stable
1,lookup_table_derived_from_constants_rebuilt_per_invocation / hot_path_ext / stable
1,magic_thresholds_duplicated_across_modules / maintainability / stable
1,middleware_writes_business_response_payloads / architecture / stable
1,missing_rate_limiting_on_auth_endpoint / security / stable
1,mixed_concerns_function / structure / stable
1,multiple_regex_passes_over_same_text_without_precompiled_plan / performance / stable
1,name_responsibility_mismatch / structure / stable
1,network_boundary_without_timeout / maintainability / stable
1,no_schema_validation_on_external_data / mlops / stable
1,no_streaming_for_large_export_handler / gin / stable
1,operational_command_handlers_reuse_http_services_without_adapter / architecture / stable
1,optional_parameter_used_without_none_guard / discipline / stable
1,orchestrator_performs_low_level_tokenization_or_parsing / architecture / stable
1,over_abstracted_wrapper / structure / stable
1,parallel_lists_used_instead_of_record_object / maintainability / stable
1,partial_update_mutates_input_before_validation_succeeds / quality / stable
1,pathlib_path_reconstructed_from_same_base_in_loop / hot_path / stable
1,public_api_surface_defined_only_by_import_side_effects / packaging / stable
1,python_perf_layer_algorithmic_complexity_cartesian_product_materialized_before_filter / performance / stable
1,python_perf_layer_algorithmic_complexity_recursive_walk_without_iterative_guard / performance / stable
1,python_perf_layer_database_access_count_then_fetch_every_page / performance / stable
1,python_perf_layer_error_handling_cost_error_message_formatted_on_success_path / performance / stable
1,python_perf_layer_framework_performance_fastapi_dependency_builds_client_per_request / performance / stable
1,python_perf_layer_garbage_collection_cleanup_file_handle_closed_by_gc / performance / stable
1,python_perf_layer_hot_path_optimization_datetime_now_called_per_field / performance / stable
1,python_perf_layer_lazy_loading_lazy_init_on_first_user_request / performance / stable
1,python_perf_layer_lazy_loading_optional_model_loaded_at_startup / performance / stable
1,python_perf_layer_logging_overhead_logger_created_per_request / performance / stable
1,python_perf_layer_network_calls_http_session_created_per_call / performance / stable
1,python_perf_layer_profiling_benchmarking_benchmark_missing_warmup / performance / stable
1,python_perf_layer_runtime_configuration_debug_mode_enabled_in_perf_sensitive_path / performance / stable
1,python_perf_layer_serialization_pydantic_model_recreated_for_internal_dict / performance / stable
1,rand_newsource_with_time_now_per_call / performance / stable
1,rate_limit_429_response_missing_retry_after_header_or_stable_body / observability / stable
1,repeated_open_read_close_of_same_small_file_in_single_workflow / hot_path_ext / stable
1,repeated_path_exists_check_before_open_or_replace_in_loop / hot_path_ext / stable
1,request_context_value_extraction_duplicated_across_handlers / architecture / stable
1,route_registration_tests_duplicate_full_bootstrap_per_file / architecture / stable
1,same_buffer_or_prefix_reencoded_each_iteration / hot_path / stable
1,servefile_via_readfile_then_c_data / gin / stable
1,shared_integration_test_setup_not_centralized_under_test_support / architecture / stable
1,single_impl_interface / idioms / stable
1,sorted_full_collection_to_extract_top_n_elements / observability / stable
1,strconv_formatint_int64_cast_itoa / performance / stable
1,string
1,string_sentinel_values_duplicated_instead_of_constant_or_enum / maintainability / stable
1,strings_tolower_equalfold / performance / stable
1,subprocess_or_shell_call_inside_record_processing_loop / hot_path / stable
1,temp_file_predictable_name / security / stable
1,temporary_collection_in_loop / performance / stable
1,test_without_assertion_signal
1,test_wraps_sut_in_try_except_hiding_exception_detail / discipline / stable
1,thread_pool_or_process_pool_created_and_destroyed_per_call / performance / stable
1,timeoutless_http_default_client_or_helper_call / idioms / stable
1,timing_attack_on_token_comparison / security / stable
1,unnecessary_slice_copy_for_readonly / performance / stable
1,validation_only_happens_after_expensive_side_effect_has_started / quality / stable
1,warning_or_error_logs_emit_unbounded_payload_text / observability / stable
